Season,Week,Contestant,Judge_Score_Raw,Reconstructed_Vote_Share,Result_Status,Is_Eliminated
19,4,Bethany Mota,33.0,0.10663465272090727,Eliminated Week 11,False
19,4,Sadie Robertson,37.0,0.11883443181530096,2nd Place,False
19,6,Antonio Sabato Jr.,28.0,0.10847226727775404,Eliminated Week 7,False
19,6,Jonathan Bennett,32.0,0.09481039014464826,Eliminated Week 6,True
19,6,Lea Thompson,32.0,0.10162499534911683,Eliminated Week 9,False
19,6,Janel Parrish,33.0,0.10827887141445043,3rd Place,False
19,6,Alfonso Ribeiro,39.0,0.1400341634256994,1st Place,False
19,6,Tommy Chong,28.0,0.10847226727775403,Eliminated Week 10,False
19,6,Michael Waltrip,30.0,0.10164632871120116,Eliminated Week 8,False
19,6,Bethany Mota,36.0,0.11810816543471703,Eliminated Week 11,False
19,6,Sadie Robertson,35.0,0.11855255096465882,2nd Place,False
19,7,Antonio Sabato Jr.,29.5,0.10741415301984558,Eliminated Week 7,True
19,7,Lea Thompson,35.0,0.13815999081725938,Eliminated Week 9,False
19,7,Janel Parrish,33.5,0.1374530630234194,3rd Place,False
19,7,Alfonso Ribeiro,34.0,0.13475953236661461,1st Place,False
19,7,Tommy Chong,30.0,0.10548991704305641,Eliminated Week 10,False
19,7,Michael Waltrip,28.0,0.11322686095021307,Eliminated Week 8,False
19,7,Bethany Mota,37.5,0.14287823175821251,Eliminated Week 11,False
19,7,Sadie Robertson,31.0,0.12061825102137895,2nd Place,False
19,8,Lea Thompson,32.0,0.14136200737642104,Eliminated Week 9,False
19,8,Janel Parrish,43.0,0.1729257509874259,3rd Place,False
19,8,Alfonso Ribeiro,41.0,0.16339304026100696,1st Place,False
19,8,Tommy Chong,29.0,0.11242753377104213,Eliminated Week 10,False
19,8,Michael Waltrip,25.0,0.09725368314589848,Eliminated Week 8,True
19,8,Bethany Mota,40.0,0.15530051582420903,Eliminated Week 11,False
19,8,Sadie Robertson,38.0,0.15733746863399625,2nd Place,False
19,9,Lea Thompson,35.0,0.13052289662969968,Eliminated Week 9,True
19,9,Janel Parrish,38.5,0.17662661677243033,3rd Place,False
19,9,Alfonso Ribeiro,38.5,0.18275311862402746,1st Place,False
19,9,Tommy Chong,28.5,0.1609067284054007,Eliminated Week 10,False
19,9,Bethany Mota,37.0,0.18031744355441398,Eliminated Week 11,False
19,9,Sadie Robertson,36.5,0.16887319601402795,2nd Place,False
19,10,Janel Parrish,39.0,0.2035567183803151,3rd Place,False
19,10,Alfonso Ribeiro,37.5,0.20410855815724102,1st Place,False
19,10,Tommy Chong,31.0,0.1748295683814822,Eliminated Week 10,True
19,10,Bethany Mota,38.0,0.21180794491153537,Eliminated Week 11,False
19,10,Sadie Robertson,37.0,0.2056972101694263,2nd Place,False
19,11,Janel Parrish,38.99980000000001,0.24855418224106016,3rd Place,False
19,11,Alfonso Ribeiro,40.0,0.25496492654003317,1st Place,False
19,11,Bethany Mota,38.0,0.2297808831311684,Eliminated Week 11,True
19,11,Sadie Robertson,39.333200000000005,0.26670000808773825,2nd Place,False
20,2,Suzanne Somers,28.0,0.07634485203808607,Eliminated Week 5,False
20,2,Willow Shields,32.0,0.09279528607671514,Eliminated Week 7,False
20,2,Riker Lynch,32.0,0.09803127481105452,2nd Place,False
20,2,Rumer Willis,32.0,0.08906174118402135,1st Place,False
20,2,Nastia Liukin,34.0,0.09569897444999483,Eliminated Week 9,False
20,2,Michael Sam,28.0,0.07778393526594611,Eliminated Week 4,False
20,2,Robert Herjavec,28.0,0.08895113792667383,Eliminated Week 8,False
20,2,Charlotte McKinney,26.0,0.07425578147664576,Eliminated Week 3,False
20,2,Noah Galloway,27.0,0.07395872066592674,3rd Place,False
20,2,Redfoo,31.0,0.05983655957462848,Eliminated Week 2,True
20,2,Patti LaBelle,28.0,0.08461673315164425,Eliminated Week 6,False
20,2,Chris Soules,21.0,0.08866500337866305,Eliminated Week 8,False
20,3,Suzanne Somers,25.0,0.08751575013407846,Eliminated Week 5,False
20,3,Willow Shields,32.0,0.10600844886591462,Eliminated Week 7,False
20,3,Riker Lynch,34.0,0.10916847284703893,2nd Place,False
20,3,Rumer Willis,33.0,0.10545293182973087,1st Place,False
20,3,Nastia Liukin,34.0,0.1013354978558064,Eliminated Week 9,False
20,3,Michael Sam,24.0,0.08177197779393376,Eliminated Week 4,False
20,3,Robert Herjavec,29.0,0.09001996690511418,Eliminated Week 8,False
20,3,Charlotte McKinney,22.0,0.06785193761285092,Eliminated Week 3,True
20,3,Noah Galloway,30.0,0.09951956646148007,3rd Place,False
20,3,Patti LaBelle,22.0,0.07078821483917443,Eliminated Week 6,False
20,3,Chris Soules,28.0,0.08056723485487736,Eliminated Week 8,False
20,4,Suzanne Somers,28.0,0.08787854516922959,Eliminated Week 5,False
20,4,Willow Shields,39.0,0.115911487724267,Eliminated Week 7,False
20,4,Riker Lynch,34.0,0.11062983382054352,2nd Place,False
20,4,Rumer Willis,35.0,0.11459226364683071,1st Place,False
20,4,Nastia Liukin,36.0,0.11194639218589933,Eliminated Week 9,False
20,4,Michael Sam,30.0,0.08171469901538342,Eliminated Week 4,True
20,4,Robert Herjavec,34.0,0.10136973944064377,Eliminated Week 8,False
20,4,Noah Galloway,32.0,0.09071106484296548,3rd Place,False
20,4,Patti LaBelle,30.0,0.09429050590808435,Eliminated Week 6,False
20,4,Chris Soules,27.0,0.09095546824615268,Eliminated Week 8,False
20,5,Suzanne Somers,28.0,0.07773657608008477,Eliminated Week 5,True
20,5,Willow Shields,34.0,0.12038426453069612,Eliminated Week 7,False
20,5,Riker Lynch,38.0,0.1399659022516461,2nd Place,False
20,5,Rumer Willis,39.0,0.1315174798585297,1st Place,False
20,5,Nastia Liukin,38.0,0.13295254655502334,Eliminated Week 9,False
20,5,Robert Herjavec,24.0,0.09188085169845932,Eliminated Week 8,False
20,5,Noah Galloway,28.0,0.10826739798100266,3rd Place,False
20,5,Patti LaBelle,27.0,0.09612899186102271,Eliminated Week 6,False
20,5,Chris Soules,27.0,0.10116598918353534,Eliminated Week 8,False
20,6,Willow Shields,36.5,0.12492385209798629,Eliminated Week 7,False
20,6,Riker Lynch,38.0,0.138850214871599,2nd Place,False
20,6,Rumer Willis,35.5,0.13243577724329428,1st Place,False
20,6,Nastia Liukin,36.5,0.12787364802336745,Eliminated Week 9,False
20,6,Robert Herjavec,33.5,0.12217704730716357,Eliminated Week 8,False
20,6,Noah Galloway,34.0,0.1202968800825121,3rd Place,False
20,6,Patti LaBelle,34.0,0.10879816322985641,Eliminated Week 6,True
20,6,Chris Soules,35.0,0.124644417144221,Eliminated Week 8,False
20,7,Willow Shields,39.0,0.11020146421234121,Eliminated Week 7,True
20,7,Riker Lynch,37.0,0.13249517172884553,2nd Place,False
20,7,Rumer Willis,37.0,0.14677648064203244,1st Place,False
20,7,Nastia Liukin,41.0,0.17453268896187366,Eliminated Week 9,False
20,7,Robert Herjavec,31.0,0.14170752720446728,Eliminated Week 8,False
20,7,Noah Galloway,38.0,0.15257914004597278,3rd Place,False
20,7,Chris Soules,31.0,0.14170752720446728,Eliminated Week 8,False
20,8,Riker Lynch,39.0,0.18742958053955558,2nd Place,False
20,8,Rumer Willis,40.0,0.20160662668614662,1st Place,False
20,8,Nastia Liukin,38.0,0.18411504834289794,Eliminated Week 9,False
20,8,Robert Herjavec,31.0,0.1403714283800087,Eliminated Week 8,True
20,8,Noah Galloway,31.5,0.14872135468682232,3rd Place,False
20,8,Chris Soules,32.0,0.13775596136456875,Eliminated Week 8,False
20,9,Riker Lynch,40.0,0.2606198870725048,2nd Place,False
20,9,Rumer Willis,39.0,0.24516206247286731,1st Place,False
20,9,Nastia Liukin,40.0,0.238782635721275,Eliminated Week 9,True
20,9,Noah Galloway,38.0,0.25543541473335285,3rd Place,False
21,2,Gary Busey,16.5,0.059555334447831655,Eliminated Week 4,False
21,2,Alexa PenaVega,23.0,0.08645270515494095,Eliminated Week 9,False
21,2,Carlos PenaVega,22.5,0.0707644965014736,Eliminated Week 11,False
21,2,Victor Espinoza,18.5,0.05215161910587233,Eliminated Week 2,True
21,2,Alek Skarlatos,22.5,0.07706618125370798,3rd Place,False
21,2,Chaka Khan,15.0,0.06510062095430116,Eliminated Week 2,False
21,2,Andy Grammer,22.0,0.08801685614591451,Eliminated Week 8,False
21,2,Tamar Braxton,24.5,0.09852096460321592,Withdrew,False
21,2,Nick Carter,22.5,0.07567161926231974,2nd Place,False
21,2,Hayes Grier,22.5,0.09194030891912926,Eliminated Week 7,False
21,2,Bindi Irwin,24.0,0.09312903698917327,1st Place,False
21,2,Kim Zolciak-Biermann,18.5,0.0705402806975202,Withdrew,False
21,2,Paula Deen,18.5,0.07108997596459939,Eliminated Week 6,False
21,4,Gary Busey,16.0,0.07334590429638421,Eliminated Week 4,True
21,4,Alexa PenaVega,21.0,0.08814484103036024,Eliminated Week 9,False
21,4,Carlos PenaVega,25.0,0.09257606066252717,Eliminated Week 11,False
21,4,Alek Skarlatos,24.0,0.11317614596675357,3rd Place,False
21,4,Andy Grammer,23.0,0.09997413477706435,Eliminated Week 8,False
21,4,Tamar Braxton,27.0,0.10670307351834785,Withdrew,False
21,4,Nick Carter,27.0,0.11386821444204402,2nd Place,False
21,4,Hayes Grier,27.0,0.1081813605441421,Eliminated Week 7,False
21,4,Bindi Irwin,28.0,0.12692443899780645,1st Place,False
21,4,Paula Deen,18.0,0.07710582576457005,Eliminated Week 6,False
21,6,Alexa PenaVega,30.0,0.08315412293839546,Eliminated Week 9,False
21,6,Carlos PenaVega,38.0,0.1299263846601426,Eliminated Week 11,False
21,6,Alek Skarlatos,30.0,0.09765070949825379,3rd Place,False
21,6,Andy Grammer,40.0,0.12568819236725098,Eliminated Week 8,False
21,6,Tamar Braxton,40.0,0.14162887839544666,Withdrew,False
21,6,Nick Carter,39.0,0.11846877611739902,2nd Place,False
21,6,Hayes Grier,32.0,0.09960530602955892,Eliminated Week 7,False
21,6,Bindi Irwin,40.0,0.1322980312502574,1st Place,False
21,6,Paula Deen,24.0,0.07157959874329527,Eliminated Week 6,True
21,7,Alexa PenaVega,27.5,0.12266871642124517,Eliminated Week 9,False
21,7,Carlos PenaVega,28.0,0.1244410204928373,Eliminated Week 11,False
21,7,Alek Skarlatos,26.5,0.12500715878208737,3rd Place,False
21,7,Andy Grammer,28.0,0.12150057453529683,Eliminated Week 8,False
21,7,Tamar Braxton,27.0,0.12274471534317333,Withdrew,False
21,7,Nick Carter,27.0,0.12274471534317334,2nd Place,False
21,7,Hayes Grier,28.0,0.11820982846534529,Eliminated Week 7,True
21,7,Bindi Irwin,29.0,0.1426832706168414,1st Place,False
21,8,Alexa PenaVega,26.9998,0.1488461947505833,Eliminated Week 9,False
21,8,Carlos PenaVega,28.9998,0.15020651854819958,Eliminated Week 11,False
21,8,Alek Skarlatos,25.0,0.11831258451295619,3rd Place,False
21,8,Andy Grammer,23.9998,0.1234582705614697,Eliminated Week 8,True
21,8,Tamar Braxton,28.0,0.1407440721381598,Withdrew,False
21,8,Nick Carter,33.0,0.17711112424660724,2nd Place,False
21,8,Bindi Irwin,28.0,0.14132123524202417,1st Place,False
21,9,Alexa PenaVega,30.0,0.14599024210812794,Eliminated Week 9,True
21,9,Carlos PenaVega,27.0,0.1642373241749972,Eliminated Week 11,False
21,9,Alek Skarlatos,25.5,0.17834317685088744,3rd Place,False
21,9,Tamar Braxton,24.5,0.179434892564055,Withdrew,False
21,9,Nick Carter,27.5,0.1611978104971857,2nd Place,False
21,9,Bindi Irwin,30.0,0.1707965538047467,1st Place,False
21,11,Carlos PenaVega,30.0,0.23257528098037228,Eliminated Week 11,True
21,11,Alek Skarlatos,27.999899999999997,0.2664724188288772,3rd Place,False
21,11,Nick Carter,30.0,0.2325852809803723,2nd Place,False
21,11,Bindi Irwin,30.0,0.2683670192103783,1st Place,False
22,2,Mischa Barton,15.0,0.06489862442678214,Eliminated Week 3,False
22,2,Kim Fields,19.0,0.07638833012897388,Eliminated Week 7,False
22,2,Jodie Sweetin,21.0,0.0947582263518715,Eliminated Week 8,False
22,2,Doug Flutie,20.0,0.06713939625197395,Eliminated Week 6,False
22,2,Von Miller,20.0,0.09030926919186075,Eliminated Week 7,False
22,2,Antonio Brown,19.0,0.08305118628778678,Eliminated Week 9,False
22,2,Paige VanZant,24.0,0.11255579893993302,2nd Place,False
22,2,Geraldo Rivera,13.0,0.059559062460901604,Eliminated Week 2,True
22,2,Nyle DiMarco,20.0,0.08430037836385236,1st Place,False
22,2,Ginger Zee,21.0,0.09069782216529863,3rd Place,False
22,2,Wanya Morris,24.0,0.09115209767376325,Eliminated Week 9,False
22,2,Marla Maples,20.0,0.08518980775700193,Eliminated Week 4,False
22,3,Mischa Barton,18.0,0.07355589603113262,Eliminated Week 3,True
22,3,Kim Fields,22.0,0.09879661864804569,Eliminated Week 7,False
22,3,Jodie Sweetin,23.0,0.08956328049730178,Eliminated Week 8,False
22,3,Doug Flutie,20.0,0.08391741876500011,Eliminated Week 6,False
22,3,Von Miller,20.0,0.08387034645473977,Eliminated Week 7,False
22,3,Antonio Brown,20.0,0.10143165325546746,Eliminated Week 9,False
22,3,Paige VanZant,23.0,0.08822625744308431,2nd Place,False
22,3,Nyle DiMarco,25.0,0.09453363029257118,1st Place,False
22,3,Ginger Zee,21.0,0.09507340563590526,3rd Place,False
22,3,Wanya Morris,24.0,0.11065982938056815,Eliminated Week 9,False
22,3,Marla Maples,21.0,0.08037166359618364,Eliminated Week 4,False
22,4,Kim Fields,32.0,0.09194955363626721,Eliminated Week 7,False
22,4,Jodie Sweetin,27.0,0.0789366303455509,Eliminated Week 8,False
22,4,Doug Flutie,24.0,0.08745290305784702,Eliminated Week 6,False
22,4,Von Miller,32.0,0.09605229953066718,Eliminated Week 7,False
22,4,Antonio Brown,35.0,0.10489587088427174,Eliminated Week 9,False
22,4,Paige VanZant,36.0,0.11930305263765403,2nd Place,False
22,4,Nyle DiMarco,34.0,0.11485017041688017,1st Place,False
22,4,Ginger Zee,36.0,0.11590299659245208,3rd Place,False
22,4,Wanya Morris,35.0,0.11575280479354058,Eliminated Week 9,False
22,4,Marla Maples,28.0,0.07490371810486897,Eliminated Week 4,True
22,6,Kim Fields,24.0,0.09998678102460014,Eliminated Week 7,False
22,6,Jodie Sweetin,25.0,0.10437742985646396,Eliminated Week 8,False
22,6,Doug Flutie,21.0,0.09564131518762066,Eliminated Week 6,True
22,6,Von Miller,24.0,0.11642046765547678,Eliminated Week 7,False
22,6,Antonio Brown,27.0,0.10549070536270556,Eliminated Week 9,False
22,6,Paige VanZant,28.0,0.13275946704959807,2nd Place,False
22,6,Nyle DiMarco,25.0,0.11032378192155406,1st Place,False
22,6,Ginger Zee,24.0,0.10574031975962289,3rd Place,False
22,6,Wanya Morris,29.0,0.12925973218235798,Eliminated Week 9,False
22,7,Kim Fields,26.0,0.12137337906462631,Eliminated Week 7,True
22,7,Jodie Sweetin,25.5,0.12411310896120327,Eliminated Week 8,False
22,7,Von Miller,26.0,0.12644323048054884,Eliminated Week 7,False
22,7,Antonio Brown,26.0,0.12138337906462632,Eliminated Week 9,False
22,7,Paige VanZant,27.5,0.13554526638760045,2nd Place,False
22,7,Nyle DiMarco,28.0,0.12954277241280307,1st Place,False
22,7,Ginger Zee,27.5,0.11646071392711117,3rd Place,False
22,7,Wanya Morris,27.5,0.12513814970148063,Eliminated Week 9,False
22,8,Jodie Sweetin,30.0,0.13697246496572874,Eliminated Week 8,True
22,8,Antonio Brown,27.0,0.16410202092611892,Eliminated Week 9,False
22,8,Paige VanZant,28.0,0.15194206766724194,2nd Place,False
22,8,Nyle DiMarco,29.0,0.17185038631555002,1st Place,False
22,8,Ginger Zee,30.0,0.20856479634306357,3rd Place,False
22,8,Wanya Morris,25.0,0.16656826378229678,Eliminated Week 9,False
22,9,Antonio Brown,27.5,0.1929859836707395,Eliminated Week 9,True
22,9,Paige VanZant,29.5,0.2006492487825374,2nd Place,False
22,9,Nyle DiMarco,28.5,0.19038616281908835,1st Place,False
22,9,Ginger Zee,28.0,0.1928220033517853,3rd Place,False
22,9,Wanya Morris,30.0,0.2231566013758495,Eliminated Week 9,False
23,2,Jake T. Austin,24.0,0.06527547690414992,Eliminated Week 2,True
23,2,Maureen McCormick,26.0,0.0657732761130829,Eliminated Week 7,False
23,2,Marilu Henner,27.0,0.07780830353973002,Eliminated Week 9,False
23,2,Ryan Lochte,24.0,0.07004401576802528,Eliminated Week 8,False
23,2,Calvin Johnson Jr.,28.0,0.07646807066344938,3rd Place,False
23,2,Laurie Hernandez,32.0,0.09130490067197256,1st Place,False
23,2,Amber Rose,24.0,0.07117075292740471,Eliminated Week 6,False
23,2,Rick Perry,22.0,0.07096729508596811,Eliminated Week 3,False
23,2,James Hinchcliffe,29.0,0.08011672544359531,2nd Place,False
23,2,Babyface,30.0,0.08247710747776567,Eliminated Week 4,False
23,2,Vanilla Ice,26.0,0.07246610592561503,Eliminated Week 4,False
23,2,Jana Kramer,29.0,0.08442826139074913,Eliminated Week 11,False
23,2,Terra Jole,31.0,0.09169970808849198,Eliminated Week 10,False
23,3,Maureen McCormick,28.0,0.08680416506465662,Eliminated Week 7,False
23,3,Marilu Henner,28.0,0.09375526247684884,Eliminated Week 9,False
23,3,Ryan Lochte,25.0,0.08681442455933779,Eliminated Week 8,False
23,3,Calvin Johnson Jr.,32.0,0.08785439996092706,3rd Place,False
23,3,Laurie Hernandez,31.0,0.090593006112523,1st Place,False
23,3,Amber Rose,25.0,0.08391913386367301,Eliminated Week 6,False
23,3,Rick Perry,23.0,0.06320279275903884,Eliminated Week 3,True
23,3,James Hinchcliffe,29.0,0.08625834982619782,2nd Place,False
23,3,Babyface,25.0,0.07221591153714334,Eliminated Week 4,False
23,3,Vanilla Ice,23.0,0.0769118599238662,Eliminated Week 4,False
23,3,Jana Kramer,26.0,0.09179812139446214,Eliminated Week 11,False
23,3,Terra Jole,30.0,0.0798725725213254,Eliminated Week 10,False
23,4,Maureen McCormick,24.0,0.09703914129036648,Eliminated Week 7,False
23,4,Marilu Henner,21.0,0.07803185567063325,Eliminated Week 9,False
23,4,Ryan Lochte,22.0,0.08234896754201962,Eliminated Week 8,False
23,4,Calvin Johnson Jr.,23.0,0.0819195333707417,3rd Place,False
23,4,Laurie Hernandez,30.0,0.10834063996736976,1st Place,False
23,4,Amber Rose,24.0,0.10549843977663381,Eliminated Week 6,False
23,4,James Hinchcliffe,28.0,0.11586983969811579,2nd Place,False
23,4,Babyface,18.0,0.06218375361342422,Eliminated Week 4,True
23,4,Vanilla Ice,23.0,0.08542964831455144,Eliminated Week 4,False
23,4,Jana Kramer,23.0,0.08265634859604334,Eliminated Week 11,False
23,4,Terra Jole,25.0,0.10068183216010057,Eliminated Week 10,False
23,6,Maureen McCormick,31.0,0.11015855899268492,Eliminated Week 7,False
23,6,Marilu Henner,34.0,0.10638035534116391,Eliminated Week 9,False
23,6,Ryan Lochte,30.0,0.10352857653557197,Eliminated Week 8,False
23,6,Calvin Johnson Jr.,37.0,0.11368307848167128,3rd Place,False
23,6,Laurie Hernandez,37.0,0.1108484292618335,1st Place,False
23,6,Amber Rose,28.0,0.08441300365331099,Eliminated Week 6,True
23,6,James Hinchcliffe,38.0,0.12668740247045915,2nd Place,False
23,6,Jana Kramer,40.0,0.13617888205557827,Eliminated Week 11,False
23,6,Terra Jole,30.0,0.108121713207726,Eliminated Week 10,False
23,7,Maureen McCormick,33.0,0.11659061719082849,Eliminated Week 7,True
23,7,Marilu Henner,32.0,0.12023038125616424,Eliminated Week 9,False
23,7,Ryan Lochte,33.0,0.11740907473461908,Eliminated Week 8,False
23,7,Calvin Johnson Jr.,37.0,0.13052801808540798,3rd Place,False
23,7,Laurie Hernandez,34.5,0.12868363261247323,1st Place,False
23,7,James Hinchcliffe,37.0,0.13476964006438413,2nd Place,False
23,7,Jana Kramer,34.5,0.12092414824136308,Eliminated Week 11,False
23,7,Terra Jole,34.5,0.13086448781475987,Eliminated Week 10,False
23,8,Marilu Henner,23.0,0.13031052314926325,Eliminated Week 9,False
23,8,Ryan Lochte,26.0,0.11537513516380252,Eliminated Week 8,True
23,8,Calvin Johnson Jr.,30.0,0.1528979509892721,3rd Place,False
23,8,Laurie Hernandez,33.0,0.15618139824733604,1st Place,False
23,8,James Hinchcliffe,34.9998,0.17021037326665314,2nd Place,False
23,8,Jana Kramer,30.0,0.14968922536289667,Eliminated Week 11,False
23,8,Terra Jole,24.0,0.12533539382077633,Eliminated Week 10,False
23,9,Marilu Henner,36.0,0.14964729224675793,Eliminated Week 9,True
23,9,Calvin Johnson Jr.,37.0,0.15435834748502042,3rd Place,False
23,9,Laurie Hernandez,40.0,0.1885144846500693,1st Place,False
23,9,James Hinchcliffe,36.0,0.16837866329465012,2nd Place,False
23,9,Jana Kramer,40.0,0.17521034127331164,Eliminated Week 11,False
23,9,Terra Jole,38.0,0.1638908710501905,Eliminated Week 10,False
23,10,Calvin Johnson Jr.,28.0,0.2082645695869616,3rd Place,False
23,10,Laurie Hernandez,30.0,0.19648226593449927,1st Place,False
23,10,James Hinchcliffe,29.5,0.19921184100427458,2nd Place,False
23,10,Jana Kramer,29.0,0.2014386310204087,Eliminated Week 11,False
23,10,Terra Jole,30.0,0.1946026924538558,Eliminated Week 10,True
23,11,Calvin Johnson Jr.,38.3331,0.2506065509828539,3rd Place,False
23,11,Laurie Hernandez,39.333200000000005,0.2772466903160125,1st Place,False
23,11,James Hinchcliffe,38.9998,0.23844033027936842,2nd Place,False
23,11,Jana Kramer,35.5,0.2337064284217652,Eliminated Week 11,True
24,2,Charo,25.0,0.07218831274333,Eliminated Week 3,False
24,2,Mr. T,22.0,0.06829209960024295,Eliminated Week 4,False
24,2,Heather Morris,30.0,0.08677312263922114,Eliminated Week 6,False
24,2,Nancy Kerrigan,28.0,0.08451776882434686,Eliminated Week 7,False
24,2,Bonner Bolton,28.0,0.09260877951998582,Eliminated Week 8,False
24,2,Simone Biles,29.0,0.09255345059196318,Eliminated Week 9,False
24,2,David Ross,27.0,0.08371596689363943,2nd Place,False
24,2,Rashad Jennings,32.0,0.09795883077005957,1st Place,False
24,2,Chris Kattan,22.0,0.06828209960024297,Eliminated Week 2,True
24,2,Erika Jayne,28.0,0.08189126060945845,Eliminated Week 5,False
24,2,Normani,32.0,0.09883933574277551,3rd Place,False
24,2,Nick Viall,25.0,0.07237897246473425,Eliminated Week 7,False
24,3,Charo,24.0,0.06666931546908296,Eliminated Week 3,True
24,3,Mr. T,24.0,0.07951307753947806,Eliminated Week 4,False
24,3,Heather Morris,33.0,0.11022609881441313,Eliminated Week 6,False
24,3,Nancy Kerrigan,33.0,0.10019693749604472,Eliminated Week 7,False
24,3,Bonner Bolton,24.0,0.07829405826172559,Eliminated Week 8,False
24,3,Simone Biles,32.0,0.09919934794060659,Eliminated Week 9,False
24,3,David Ross,31.0,0.08570364923539149,2nd Place,False
24,3,Rashad Jennings,28.0,0.09029726822078886,1st Place,False
24,3,Erika Jayne,26.0,0.09196694615033114,Eliminated Week 5,False
24,3,Normani,34.0,0.10652235007801876,3rd Place,False
24,3,Nick Viall,26.0,0.09141095079411861,Eliminated Week 7,False
24,4,Mr. T,28.0,0.0865889756035228,Eliminated Week 4,True
24,4,Heather Morris,35.0,0.10785733311552315,Eliminated Week 6,False
24,4,Nancy Kerrigan,33.0,0.09694388510734922,Eliminated Week 7,False
24,4,Bonner Bolton,32.0,0.09619265155757598,Eliminated Week 8,False
24,4,Simone Biles,36.0,0.11009544680563543,Eliminated Week 9,False
24,4,David Ross,31.0,0.10181985856688161,2nd Place,False
24,4,Rashad Jennings,39.0,0.1236201434317118,1st Place,False
24,4,Erika Jayne,30.0,0.09247089627946709,Eliminated Week 5,False
24,4,Normani,32.0,0.0880772820802917,3rd Place,False
24,4,Nick Viall,30.0,0.09633352745204125,Eliminated Week 7,False
24,5,Heather Morris,34.0,0.11204408600756138,Eliminated Week 6,False
24,5,Nancy Kerrigan,36.0,0.11654805833358745,Eliminated Week 7,False
24,5,Bonner Bolton,30.0,0.10233743741289388,Eliminated Week 8,False
24,5,Simone Biles,38.0,0.12615188612044037,Eliminated Week 9,False
24,5,David Ross,29.0,0.10480578347963546,2nd Place,False
24,5,Rashad Jennings,32.0,0.11310707049876008,1st Place,False
24,5,Erika Jayne,32.0,0.09492736242700386,Eliminated Week 5,True
24,5,Normani,39.0,0.12908560660894114,3rd Place,False
24,5,Nick Viall,34.0,0.10099270911117651,Eliminated Week 7,False
24,6,Heather Morris,37.0,0.1042279632030106,Eliminated Week 6,True
24,6,Nancy Kerrigan,33.5,0.11724911561936749,Eliminated Week 7,False
24,6,Bonner Bolton,31.5,0.12468405985728571,Eliminated Week 8,False
24,6,Simone Biles,34.5,0.14846247975199398,Eliminated Week 9,False
24,6,David Ross,31.0,0.12654279591676523,2nd Place,False
24,6,Rashad Jennings,35.0,0.12250770296077944,1st Place,False
24,6,Normani,36.0,0.1279243507145528,3rd Place,False
24,6,Nick Viall,30.5,0.1284015319762448,Eliminated Week 7,False
24,7,Nancy Kerrigan,36.0,0.1184698954306703,Eliminated Week 7,True
24,7,Bonner Bolton,31.0,0.13824274128047273,Eliminated Week 8,False
24,7,Simone Biles,39.0,0.14795587597620632,Eliminated Week 9,False
24,7,David Ross,32.0,0.13429017211051222,2nd Place,False
24,7,Rashad Jennings,39.0,0.15016624369965142,1st Place,False
24,7,Normani,42.0,0.1766991223328389,3rd Place,False
24,7,Nick Viall,34.0,0.13417594916964812,Eliminated Week 7,False
24,8,Bonner Bolton,29.0,0.1481742330234292,Eliminated Week 8,True
24,8,Simone Biles,36.0,0.1993385061089781,Eliminated Week 9,False
24,8,David Ross,32.5,0.17533071430948605,2nd Place,False
24,8,Rashad Jennings,37.5,0.2230455771934071,1st Place,False
24,8,Normani,39.5,0.2541109693646997,3rd Place,False
24,9,Simone Biles,40.0,0.23596609735973603,Eliminated Week 9,True
24,9,David Ross,35.0,0.268979397689769,2nd Place,False
24,9,Rashad Jennings,38.5,0.24587708745874584,1st Place,False
24,9,Normani,38.0,0.24917741749174913,3rd Place,False
25,2,Sasha Pieterse,22.5,0.07867518537290485,Eliminated Week 5,False
25,2,Frankie Muniz,24.0,0.09061602395335493,3rd Place,False
25,2,Jordan Fisher,24.0,0.09518371983468561,1st Place,False
25,2,Derek Fisher,19.0,0.07468052556647982,Eliminated Week 4,False
25,2,Nikki Bella,19.5,0.06473165639507057,Eliminated Week 7,False
25,2,Terrell Owens,19.5,0.06758469576184459,Eliminated Week 8,False
25,2,Victoria Arlen,22.0,0.0912367700335037,Eliminated Week 9,False
25,2,Barbara Corcoran,17.0,0.07386242421956783,Eliminated Week 2,True
25,2,Lindsey Stirling,22.5,0.07197851642707169,2nd Place,False
25,2,Debbie Gibson,20.5,0.06390715666738532,Eliminated Week 2,False
25,2,Nick Lachey,19.0,0.06995048377076224,Eliminated Week 6,False
25,2,Drew Scott,20.5,0.0750304704118303,Eliminated Week 10,False
25,2,Vanessa Lachey,23.5,0.08256237158553863,Eliminated Week 7,False
25,4,Sasha Pieterse,24.0,0.0866997136049885,Eliminated Week 5,False
25,4,Frankie Muniz,24.0,0.07731484868523796,3rd Place,False
25,4,Jordan Fisher,29.0,0.11352178529707888,1st Place,False
25,4,Derek Fisher,23.0,0.07925469304071861,Eliminated Week 4,True
25,4,Nikki Bella,24.0,0.09171106910471752,Eliminated Week 7,False
25,4,Terrell Owens,24.0,0.08852652960161779,Eliminated Week 8,False
25,4,Victoria Arlen,27.0,0.1017972002310897,Eliminated Week 9,False
25,4,Lindsey Stirling,26.0,0.10876353707213227,2nd Place,False
25,4,Nick Lachey,22.0,0.08295472994108762,Eliminated Week 6,False
25,4,Drew Scott,24.0,0.08282068508778369,Eliminated Week 10,False
